CO_PER_ROL,CONAME,CEOANN,AGE,TDC2,GVKEY,EXECID,YEAR,BECAMECEO,JOINED_CO,LEFTOFC,SICDESC,INDDESC,SPCODE,TICKER,SPINDEX,SIC
50181,IDEX CORP,CEO,54,2545.737,015267,47004,2021,2020-12-15,,,PUMPS AND PUMPING EQUIPMENT,Industrial Machinery & Supplies & Components,SP,IEX,2010,3561
50181,IDEX CORP,CEO,55,7545.627,015267,47004,2022,2020-12-15,,,PUMPS AND PUMPING EQUIPMENT,Industrial Machinery & Supplies & Components,SP,IEX,2010,3561
50181,IDEX CORP,CEO,56,2140.52,015267,47004,2023,2020-12-15,,,PUMPS AND PUMPING EQUIPMENT,Industrial Machinery & Supplies & Components,SP,IEX,2010,3561
18107,BIO-TECHNE CORP,CEO,72,140.4,015414,18163,2013,1985-12-01,,2012-11-30,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",Life Sciences Tools & Services,SP,TECH,3520,2836
47883,BIO-TECHNE CORP,CEO,54,1040.504,015414,44956,2014,2013-04-01,,2024-02-01,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",Life Sciences Tools & Services,SP,TECH,3520,2836
47883,BIO-TECHNE CORP,CEO,55,3436.744,015414,44956,2015,2013-04-01,,2024-02-01,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",Life Sciences Tools & Services,SP,TECH,3520,2836
47883,BIO-TECHNE CORP,CEO,56,6013.748,015414,44956,2016,2013-04-01,,2024-02-01,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",Life Sciences Tools & Services,SP,TECH,3520,2836
47883,BIO-TECHNE CORP,CEO,57,7302.257,015414,44956,2017,2013-04-01,,2024-02-01,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",Life Sciences Tools & Services,SP,TECH,3520,2836
47883,BIO-TECHNE CORP,CEO,58,9664.639,015414,44956,2018,2013-04-01,,2024-02-01,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",Life Sciences Tools & Services,SP,TECH,3520,2836
47883,BIO-TECHNE CORP,CEO,59,11011.036,015414,44956,2019,2013-04-01,,2024-02-01,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",Life Sciences Tools & Services,SP,TECH,3520,2836
47883,BIO-TECHNE CORP,CEO,60,30123.137,015414,44956,2020,2013-04-01,,2024-02-01,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",Life Sciences Tools & Services,SP,TECH,3520,2836
47883,BIO-TECHNE CORP,CEO,61,39534.267,015414,44956,2021,2013-04-01,,2024-02-01,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",Life Sciences Tools & Services,SP,TECH,3520,2836
47883,BIO-TECHNE CORP,CEO,62,44434.221,015414,44956,2022,2013-04-01,,2024-02-01,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",Life Sciences Tools & Services,SP,TECH,3520,2836
47883,BIO-TECHNE CORP,CEO,63,79166.65,015414,44956,2023,2013-04-01,,2024-02-01,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",Life Sciences Tools & Services,SP,TECH,3520,2836
37772,BROWN & BROWN INC,CEO,45,4271.725,015417,35812,2013,2009-07-01,,,"INSURANCE AGENTS, BROKERS, AND SERVICE",Insurance Brokers,SP,BRO,4030,6411
37772,BROWN & BROWN INC,CEO,46,2921.679,015417,35812,2014,2009-07-01,,,"INSURANCE AGENTS, BROKERS, AND SERVICE",Insurance Brokers,SP,BRO,4030,6411
37772,BROWN & BROWN INC,CEO,47,2505.558,015417,35812,2015,2009-07-01,,,"INSURANCE AGENTS, BROKERS, AND SERVICE",Insurance Brokers,SP,BRO,4030,6411
37772,BROWN & BROWN INC,CEO,48,3917.631,015417,35812,2016,2009-07-01,,,"INSURANCE AGENTS, BROKERS, AND SERVICE",Insurance Brokers,SP,BRO,4030,6411
37772,BROWN & BROWN INC,CEO,49,7554.934,015417,35812,2017,2009-07-01,,,"INSURANCE AGENTS, BROKERS, AND SERVICE",Insurance Brokers,SP,BRO,4030,6411
37772,BROWN & BROWN INC,CEO,50,4189.041,015417,35812,2018,2009-07-01,,,"INSURANCE AGENTS, BROKERS, AND SERVICE",Insurance Brokers,SP,BRO,4030,6411
37772,BROWN & BROWN INC,CEO,51,5178.026,015417,35812,2019,2009-07-01,,,"INSURANCE AGENTS, BROKERS, AND SERVICE",Insurance Brokers,SP,BRO,4030,6411
37772,BROWN & BROWN INC,CEO,52,7254.3,015417,35812,2020,2009-07-01,,,"INSURANCE AGENTS, BROKERS, AND SERVICE",Insurance Brokers,SP,BRO,4030,6411
37772,BROWN & BROWN INC,CEO,53,9201.035,015417,35812,2021,2009-07-01,,,"INSURANCE AGENTS, BROKERS, AND SERVICE",Insurance Brokers,SP,BRO,4030,6411
37772,BROWN & BROWN INC,CEO,54,6741.632,015417,35812,2022,2009-07-01,,,"INSURANCE AGENTS, BROKERS, AND SERVICE",Insurance Brokers,SP,BRO,4030,6411
37772,BROWN & BROWN INC,CEO,55,7594.882,015417,35812,2023,2009-07-01,,,"INSURANCE AGENTS, BROKERS, AND SERVICE",Insurance Brokers,SP,BRO,4030,6411
47884,GEN DIGITAL INC,CEO,60,13099.779,015855,20241,2013,2012-07-25,,2014-03-20,PREPACKAGED SOFTWARE,Systems Software,SP,GEN,4510,7372
49614,GEN DIGITAL INC,CEO,56,16370.725,015855,04834,2014,2014-03-20,,2016-08-01,PREPACKAGED SOFTWARE,Systems Software,SP,GEN,4510,7372
49614,GEN DIGITAL INC,CEO,57,14391.801,015855,04834,2015,2014-03-20,,2016-08-01,PREPACKAGED SOFTWARE,Systems Software,SP,GEN,4510,7372
55633,GEN DIGITAL INC,CEO,52,1789.937,015855,51776,2016,2016-08-01,,2019-05-09,PREPACKAGED SOFTWARE,Systems Software,SP,GEN,4510,7372
55633,GEN DIGITAL INC,CEO,53,22001.842,015855,51776,2017,2016-08-01,,2019-05-09,PREPACKAGED SOFTWARE,Systems Software,SP,GEN,4510,7372
55633,GEN DIGITAL INC,CEO,54,4421.038,015855,51776,2018,2016-08-01,,2019-05-09,PREPACKAGED SOFTWARE,Systems Software,SP,GEN,4510,7372
64780,GEN DIGITAL INC,CEO,49,13829.574,015855,43722,2020,2019-11-08,,,PREPACKAGED SOFTWARE,Systems Software,SP,GEN,4510,7372
64780,GEN DIGITAL INC,CEO,50,13517.505,015855,43722,2021,2019-11-08,,,PREPACKAGED SOFTWARE,Systems Software,SP,GEN,4510,7372
64780,GEN DIGITAL INC,CEO,51,25291.364,015855,43722,2022,2019-11-08,,,PREPACKAGED SOFTWARE,Systems Software,SP,GEN,4510,7372
46494,ABBVIE INC,CEO,59,14518.608,016101,18569,2013,2013-01-01,,,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",Biotechnology,SP,ABBV,3520,2836
46494,ABBVIE INC,CEO,60,14198.937,016101,18569,2014,2013-01-01,,,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",Biotechnology,SP,ABBV,3520,2836
46494,ABBVIE INC,CEO,61,22462.955,016101,18569,2015,2013-01-01,,,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",Biotechnology,SP,ABBV,3520,2836
46494,ABBVIE INC,CEO,62,23367.788,016101,18569,2016,2013-01-01,,,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",Biotechnology,SP,ABBV,3520,2836
46494,ABBVIE INC,CEO,63,32353.208,016101,18569,2017,2013-01-01,,,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",Biotechnology,SP,ABBV,3520,2836
46494,ABBVIE INC,CEO,64,18059.618,016101,18569,2018,2013-01-01,,,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",Biotechnology,SP,ABBV,3520,2836
46494,ABBVIE INC,CEO,65,15997.625,016101,18569,2019,2013-01-01,,,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",Biotechnology,SP,ABBV,3520,2836
46494,ABBVIE INC,CEO,66,26763.72,016101,18569,2020,2013-01-01,,,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",Biotechnology,SP,ABBV,3520,2836
46494,ABBVIE INC,CEO,67,39911.18,016101,18569,2021,2013-01-01,,,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",Biotechnology,SP,ABBV,3520,2836
46494,ABBVIE INC,CEO,68,22249.552,016101,18569,2022,2013-01-01,,,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",Biotechnology,SP,ABBV,3520,2836
46494,ABBVIE INC,CEO,69,20892.485,016101,18569,2023,2013-01-01,,,"BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES",Biotechnology,SP,ABBV,3520,2836
45458,EOG RESOURCES INC,CEO,60,13048.264,016478,42776,2013,2013-07-01,,2021-01-01,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,EOG,1010,1311
45458,EOG RESOURCES INC,CEO,61,9699.634,016478,42776,2014,2013-07-01,,2021-01-01,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,EOG,1010,1311
45458,EOG RESOURCES INC,CEO,62,6840.151,016478,42776,2015,2013-07-01,,2021-01-01,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,EOG,1010,1311
45458,EOG RESOURCES INC,CEO,63,11311.184,016478,42776,2016,2013-07-01,,2021-01-01,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,EOG,1010,1311
45458,EOG RESOURCES INC,CEO,64,9733.089,016478,42776,2017,2013-07-01,,2021-01-01,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,EOG,1010,1311
45458,EOG RESOURCES INC,CEO,65,22007.304,016478,42776,2018,2013-07-01,,2021-01-01,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,EOG,1010,1311
45458,EOG RESOURCES INC,CEO,66,12942.917,016478,42776,2019,2013-07-01,,2021-01-01,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,EOG,1010,1311
45458,EOG RESOURCES INC,CEO,67,7379.709,016478,42776,2020,2013-07-01,,2021-01-01,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,EOG,1010,1311
63308,EOG RESOURCES INC,CEO,44,9069.367,016478,57871,2021,2021-10-01,,,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,EOG,1010,1311
63308,EOG RESOURCES INC,CEO,45,13085.622,016478,57871,2022,2021-10-01,,,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,EOG,1010,1311
63308,EOG RESOURCES INC,CEO,46,12263.956,016478,57871,2023,2021-10-01,,,CRUDE PETROLEUM AND NATURAL GAS,Oil & Gas Exploration & Production,SP,EOG,1010,1311
47724,ELECTRONIC ARTS INC,CEO,39,5603.381,016721,44810,2013,2013-09-17,,,PREPACKAGED SOFTWARE,Interactive Home Entertainment,SP,EA,5020,7372
47724,ELECTRONIC ARTS INC,CEO,40,9632.894,016721,44810,2014,2013-09-17,,,PREPACKAGED SOFTWARE,Interactive Home Entertainment,SP,EA,5020,7372
47724,ELECTRONIC ARTS INC,CEO,41,16730.707,016721,44810,2015,2013-09-17,,,PREPACKAGED SOFTWARE,Interactive Home Entertainment,SP,EA,5020,7372
47724,ELECTRONIC ARTS INC,CEO,42,22920.218,016721,44810,2016,2013-09-17,,,PREPACKAGED SOFTWARE,Interactive Home Entertainment,SP,EA,5020,7372
47724,ELECTRONIC ARTS INC,CEO,43,51008.763,016721,44810,2017,2013-09-17,,,PREPACKAGED SOFTWARE,Interactive Home Entertainment,SP,EA,5020,7372
47724,ELECTRONIC ARTS INC,CEO,44,26260.672,016721,44810,2018,2013-09-17,,,PREPACKAGED SOFTWARE,Interactive Home Entertainment,SP,EA,5020,7372
47724,ELECTRONIC ARTS INC,CEO,45,30680.352,016721,44810,2019,2013-09-17,,,PREPACKAGED SOFTWARE,Interactive Home Entertainment,SP,EA,5020,7372
47724,ELECTRONIC ARTS INC,CEO,46,106450.738,016721,44810,2020,2013-09-17,,,PREPACKAGED SOFTWARE,Interactive Home Entertainment,SP,EA,5020,7372
47724,ELECTRONIC ARTS INC,CEO,47,19858.539,016721,44810,2021,2013-09-17,,,PREPACKAGED SOFTWARE,Interactive Home Entertainment,SP,EA,5020,7372
47724,ELECTRONIC ARTS INC,CEO,48,15688.431,016721,44810,2022,2013-09-17,,,PREPACKAGED SOFTWARE,Interactive Home Entertainment,SP,EA,5020,7372
62444,T-MOBILE US INC,CEO,54,29245.709,017874,27292,2013,2013-04-30,,2020-04-01,RADIOTELEPHONE COMMUNICATIONS,Wireless Telecommunication Services,SP,TMUS,5010,4812
62444,T-MOBILE US INC,CEO,55,18567.001,017874,27292,2014,2013-04-30,,2020-04-01,RADIOTELEPHONE COMMUNICATIONS,Wireless Telecommunication Services,SP,TMUS,5010,4812
62444,T-MOBILE US INC,CEO,56,24457.987,017874,27292,2015,2013-04-30,,2020-04-01,RADIOTELEPHONE COMMUNICATIONS,Wireless Telecommunication Services,SP,TMUS,5010,4812
62444,T-MOBILE US INC,CEO,57,20059.915,017874,27292,2016,2013-04-30,,2020-04-01,RADIOTELEPHONE COMMUNICATIONS,Wireless Telecommunication Services,SP,TMUS,5010,4812
62444,T-MOBILE US INC,CEO,58,23631.206,017874,27292,2017,2013-04-30,,2020-04-01,RADIOTELEPHONE COMMUNICATIONS,Wireless Telecommunication Services,SP,TMUS,5010,4812
62444,T-MOBILE US INC,CEO,59,66538.207,017874,27292,2018,2013-04-30,,2020-04-01,RADIOTELEPHONE COMMUNICATIONS,Wireless Telecommunication Services,SP,TMUS,5010,4812
62444,T-MOBILE US INC,CEO,60,27756.69,017874,27292,2019,2013-04-30,,2020-04-01,RADIOTELEPHONE COMMUNICATIONS,Wireless Telecommunication Services,SP,TMUS,5010,4812
62436,T-MOBILE US INC,CEO,50,54914.014,017874,57121,2020,2020-04-01,,,RADIOTELEPHONE COMMUNICATIONS,Wireless Telecommunication Services,SP,TMUS,5010,4812
62436,T-MOBILE US INC,CEO,51,22610.658,017874,57121,2021,2020-04-01,,,RADIOTELEPHONE COMMUNICATIONS,Wireless Telecommunication Services,SP,TMUS,5010,4812
62436,T-MOBILE US INC,CEO,52,8884.156,017874,57121,2022,2020-04-01,,,RADIOTELEPHONE COMMUNICATIONS,Wireless Telecommunication Services,SP,TMUS,5010,4812
55635,IQVIA HOLDINGS INC,CEO,54,2585.814,017928,51778,2013,2013-01-01,,,COMMERCIAL PHYSICAL AND BIOLOGICAL RESEARCH,Life Sciences Tools & Services,SP,IQV,3520,8731
55635,IQVIA HOLDINGS INC,CEO,55,2664.423,017928,51778,2014,2013-01-01,,,COMMERCIAL PHYSICAL AND BIOLOGICAL RESEARCH,Life Sciences Tools & Services,SP,IQV,3520,8731
55635,IQVIA HOLDINGS INC,CEO,56,2893.535,017928,51778,2015,2013-01-01,,,COMMERCIAL PHYSICAL AND BIOLOGICAL RESEARCH,Life Sciences Tools & Services,SP,IQV,3520,8731
55635,IQVIA HOLDINGS INC,CEO,57,70177.905,017928,51778,2016,2013-01-01,,,COMMERCIAL PHYSICAL AND BIOLOGICAL RESEARCH,Life Sciences Tools & Services,SP,IQV,3520,8731
55641,IQVIA HOLDINGS INC,CEO,56,31974.683,017928,24349,2017,2016-10-03,,,COMMERCIAL PHYSICAL AND BIOLOGICAL RESEARCH,Life Sciences Tools & Services,SP,IQV,3520,8731
55641,IQVIA HOLDINGS INC,CEO,57,54860.359,017928,24349,2018,2016-10-03,,,COMMERCIAL PHYSICAL AND BIOLOGICAL RESEARCH,Life Sciences Tools & Services,SP,IQV,3520,8731
55641,IQVIA HOLDINGS INC,CEO,58,62759.58,017928,24349,2019,2016-10-03,,,COMMERCIAL PHYSICAL AND BIOLOGICAL RESEARCH,Life Sciences Tools & Services,SP,IQV,3520,8731
55641,IQVIA HOLDINGS INC,CEO,59,78219.32,017928,24349,2020,2016-10-03,,,COMMERCIAL PHYSICAL AND BIOLOGICAL RESEARCH,Life Sciences Tools & Services,SP,IQV,3520,8731
55641,IQVIA HOLDINGS INC,CEO,60,23654.733,017928,24349,2021,2016-10-03,,,COMMERCIAL PHYSICAL AND BIOLOGICAL RESEARCH,Life Sciences Tools & Services,SP,IQV,3520,8731
55641,IQVIA HOLDINGS INC,CEO,61,24519.204,017928,24349,2022,2016-10-03,,,COMMERCIAL PHYSICAL AND BIOLOGICAL RESEARCH,Life Sciences Tools & Services,SP,IQV,3520,8731
55641,IQVIA HOLDINGS INC,CEO,62,23553.98,017928,24349,2023,2016-10-03,,,COMMERCIAL PHYSICAL AND BIOLOGICAL RESEARCH,Life Sciences Tools & Services,SP,IQV,3520,8731
47887,NEWS CORP,CEO,52,2044.987,018043,44957,2013,2013-01-01,,,"NEWSPAPERS: PUBLISHING, OR PUBLISHING AND PRINTING",Publishing,SP,NWSA,5020,2711
47887,NEWS CORP,CEO,53,12151.582,018043,44957,2014,2013-01-01,,,"NEWSPAPERS: PUBLISHING, OR PUBLISHING AND PRINTING",Publishing,SP,NWSA,5020,2711
47887,NEWS CORP,CEO,54,9818.801,018043,44957,2015,2013-01-01,,,"NEWSPAPERS: PUBLISHING, OR PUBLISHING AND PRINTING",Publishing,SP,NWSA,5020,2711
47887,NEWS CORP,CEO,55,11003.192,018043,44957,2016,2013-01-01,,,"NEWSPAPERS: PUBLISHING, OR PUBLISHING AND PRINTING",Publishing,SP,NWSA,5020,2711
47887,NEWS CORP,CEO,56,13114.297,018043,44957,2017,2013-01-01,,,"NEWSPAPERS: PUBLISHING, OR PUBLISHING AND PRINTING",Publishing,SP,NWSA,5020,2711
47887,NEWS CORP,CEO,57,12977.958,018043,44957,2018,2013-01-01,,,"NEWSPAPERS: PUBLISHING, OR PUBLISHING AND PRINTING",Publishing,SP,NWSA,5020,2711
47887,NEWS CORP,CEO,58,14411.603,018043,44957,2019,2013-01-01,,,"NEWSPAPERS: PUBLISHING, OR PUBLISHING AND PRINTING",Publishing,SP,NWSA,5020,2711
47887,NEWS CORP,CEO,59,13325.629,018043,44957,2020,2013-01-01,,,"NEWSPAPERS: PUBLISHING, OR PUBLISHING AND PRINTING",Publishing,SP,NWSA,5020,2711
47887,NEWS CORP,CEO,60,13387.944,018043,44957,2021,2013-01-01,,,"NEWSPAPERS: PUBLISHING, OR PUBLISHING AND PRINTING",Publishing,SP,NWSA,5020,2711
47887,NEWS CORP,CEO,61,11631.18,018043,44957,2022,2013-01-01,,,"NEWSPAPERS: PUBLISHING, OR PUBLISHING AND PRINTING",Publishing,SP,NWSA,5020,2711
47887,NEWS CORP,CEO,62,19174.57,018043,44957,2023,2013-01-01,,,"NEWSPAPERS: PUBLISHING, OR PUBLISHING AND PRINTING",Publishing,SP,NWSA,5020,2711
24935,PTC INC,CEO,49,7993.515,018699,24352,2013,2010-10-01,1998-01-01,2024-02-14,PREPACKAGED SOFTWARE,Application Software,SP,PTC,4510,7372
24935,PTC INC,CEO,50,6502.968,018699,24352,2014,2010-10-01,1998-01-01,2024-02-14,PREPACKAGED SOFTWARE,Application Software,SP,PTC,4510,7372
24935,PTC INC,CEO,51,5976.188,018699,24352,2015,2010-10-01,1998-01-01,2024-02-14,PREPACKAGED SOFTWARE,Application Software,SP,PTC,4510,7372
24935,PTC INC,CEO,52,8481.876,018699,24352,2016,2010-10-01,1998-01-01,2024-02-14,PREPACKAGED SOFTWARE,Application Software,SP,PTC,4510,7372
24935,PTC INC,CEO,53,10934.867,018699,24352,2017,2010-10-01,1998-01-01,2024-02-14,PREPACKAGED SOFTWARE,Application Software,SP,PTC,4510,7372
24935,PTC INC,CEO,54,49969.164,018699,24352,2018,2010-10-01,1998-01-01,2024-02-14,PREPACKAGED SOFTWARE,Application Software,SP,PTC,4510,7372
24935,PTC INC,CEO,55,10984.506,018699,24352,2019,2010-10-01,1998-01-01,2024-02-14,PREPACKAGED SOFTWARE,Application Software,SP,PTC,4510,7372
24935,PTC INC,CEO,56,43741.746,018699,24352,2020,2010-10-01,1998-01-01,2024-02-14,PREPACKAGED SOFTWARE,Application Software,SP,PTC,4510,7372
24935,PTC INC,CEO,57,13048.375,018699,24352,2021,2010-10-01,1998-01-01,2024-02-14,PREPACKAGED SOFTWARE,Application Software,SP,PTC,4510,7372
24935,PTC INC,CEO,58,12887.114,018699,24352,2022,2010-10-01,1998-01-01,2024-02-14,PREPACKAGED SOFTWARE,Application Software,SP,PTC,4510,7372
24935,PTC INC,CEO,59,15617.171,018699,24352,2023,2010-10-01,1998-01-01,2024-02-14,PREPACKAGED SOFTWARE,Application Software,SP,PTC,4510,7372
62970,PAYCOM SOFTWARE INC,CEO,43,1265.472,020116,57568,2013,1998-01-01,,2024-02-07,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Human Resource & Employment Services,SP,PAYC,2020,7370
62970,PAYCOM SOFTWARE INC,CEO,44,2659.64,020116,57568,2014,1998-01-01,,2024-02-07,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Human Resource & Employment Services,SP,PAYC,2020,7370
62970,PAYCOM SOFTWARE INC,CEO,45,5346.382,020116,57568,2015,1998-01-01,,2024-02-07,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Human Resource & Employment Services,SP,PAYC,2020,7370
62970,PAYCOM SOFTWARE INC,CEO,46,9567.842,020116,57568,2016,1998-01-01,,2024-02-07,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Human Resource & Employment Services,SP,PAYC,2020,7370
62970,PAYCOM SOFTWARE INC,CEO,47,9378.883,020116,57568,2017,1998-01-01,,2024-02-07,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Human Resource & Employment Services,SP,PAYC,2020,7370
62970,PAYCOM SOFTWARE INC,CEO,48,16938.845,020116,57568,2018,1998-01-01,,2024-02-07,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Human Resource & Employment Services,SP,PAYC,2020,7370
62970,PAYCOM SOFTWARE INC,CEO,49,21138.558,020116,57568,2019,1998-01-01,,2024-02-07,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Human Resource & Employment Services,SP,PAYC,2020,7370
62970,PAYCOM SOFTWARE INC,CEO,50,211131.206,020116,57568,2020,1998-01-01,,2024-02-07,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Human Resource & Employment Services,SP,PAYC,2020,7370
62970,PAYCOM SOFTWARE INC,CEO,51,2958.41,020116,57568,2021,1998-01-01,,2024-02-07,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Human Resource & Employment Services,SP,PAYC,2020,7370
62970,PAYCOM SOFTWARE INC,CEO,52,3138.418,020116,57568,2022,1998-01-01,,2024-02-07,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Human Resource & Employment Services,SP,PAYC,2020,7370
62970,PAYCOM SOFTWARE INC,CEO,53,3118.606,020116,57568,2023,1998-01-01,,2024-02-07,"COMPUTER PROGRAMMING, DATA PROCESSING, AND OTHER C",Human Resource & Employment Services,SP,PAYC,2020,7370
51367,CATALENT INC,CEO,49,5337.148,020228,48040,2013,2009-03-01,,2022-07-01,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,SP,CTLT,3520,2834
51367,CATALENT INC,CEO,50,2466.42,020228,48040,2014,2009-03-01,,2022-07-01,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,SP,CTLT,3520,2834
51367,CATALENT INC,CEO,51,3536.363,020228,48040,2015,2009-03-01,,2022-07-01,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,SP,CTLT,3520,2834
51367,CATALENT INC,CEO,52,11151.072,020228,48040,2016,2009-03-01,,2022-07-01,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,SP,CTLT,3520,2834
51367,CATALENT INC,CEO,53,7302.629,020228,48040,2017,2009-03-01,,2022-07-01,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,SP,CTLT,3520,2834
51367,CATALENT INC,CEO,54,11199.239,020228,48040,2018,2009-03-01,,2022-07-01,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,SP,CTLT,3520,2834
51367,CATALENT INC,CEO,55,13685.943,020228,48040,2019,2009-03-01,,2022-07-01,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,SP,CTLT,3520,2834
51367,CATALENT INC,CEO,56,8348.445,020228,48040,2020,2009-03-01,,2022-07-01,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,SP,CTLT,3520,2834
51367,CATALENT INC,CEO,57,32232.312,020228,48040,2021,2009-03-01,,2022-07-01,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,SP,CTLT,3520,2834
51367,CATALENT INC,CEO,58,16557.65,020228,48040,2022,2009-03-01,,2022-07-01,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,SP,CTLT,3520,2834
62461,CATALENT INC,CEO,51,3558.572,020228,57136,2023,2022-07-01,,,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,SP,CTLT,3520,2834
49883,KEYSIGHT TECHNOLOGIES INC,CEO,54,6209.429,020232,34854,2013,2013-12-01,,2022-05-01,INSTRUMENTS FOR MEASURING AND TESTING OF ELECTRICI,Electronic Equipment & Instruments,SP,KEYS,4520,3825
49883,KEYSIGHT TECHNOLOGIES INC,CEO,55,6126.735,020232,34854,2014,2013-12-01,,2022-05-01,INSTRUMENTS FOR MEASURING AND TESTING OF ELECTRICI,Electronic Equipment & Instruments,SP,KEYS,4520,3825
49883,KEYSIGHT TECHNOLOGIES INC,CEO,56,8347.37,020232,34854,2015,2013-12-01,,2022-05-01,INSTRUMENTS FOR MEASURING AND TESTING OF ELECTRICI,Electronic Equipment & Instruments,SP,KEYS,4520,3825
49883,KEYSIGHT TECHNOLOGIES INC,CEO,57,5700.065,020232,34854,2016,2013-12-01,,2022-05-01,INSTRUMENTS FOR MEASURING AND TESTING OF ELECTRICI,Electronic Equipment & Instruments,SP,KEYS,4520,3825
49883,KEYSIGHT TECHNOLOGIES INC,CEO,58,14240.26,020232,34854,2017,2013-12-01,,2022-05-01,INSTRUMENTS FOR MEASURING AND TESTING OF ELECTRICI,Electronic Equipment & Instruments,SP,KEYS,4520,3825
49883,KEYSIGHT TECHNOLOGIES INC,CEO,59,15519.948,020232,34854,2018,2013-12-01,,2022-05-01,INSTRUMENTS FOR MEASURING AND TESTING OF ELECTRICI,Electronic Equipment & Instruments,SP,KEYS,4520,3825
49883,KEYSIGHT TECHNOLOGIES INC,CEO,60,13534.427,020232,34854,2019,2013-12-01,,2022-05-01,INSTRUMENTS FOR MEASURING AND TESTING OF ELECTRICI,Electronic Equipment & Instruments,SP,KEYS,4520,3825
49883,KEYSIGHT TECHNOLOGIES INC,CEO,61,15020.143,020232,34854,2020,2013-12-01,,2022-05-01,INSTRUMENTS FOR MEASURING AND TESTING OF ELECTRICI,Electronic Equipment & Instruments,SP,KEYS,4520,3825
49883,KEYSIGHT TECHNOLOGIES INC,CEO,62,18316.963,020232,34854,2021,2013-12-01,,2022-05-01,INSTRUMENTS FOR MEASURING AND TESTING OF ELECTRICI,Electronic Equipment & Instruments,SP,KEYS,4520,3825
